Area Code (M49),Area,Element,Item Code (CPC),Item,Year,Unit,Value,Flag,Flag Description
508,Mozambique,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2017,USD,2280.4,A,Official figure
508,Mozambique,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2018,USD,2353.9,A,Official figure
508,Mozambique,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2019,USD,2206.3,A,Official figure
508,Mozambique,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2020,USD,2042.8,A,Official figure
508,Mozambique,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2021,USD,2749.6,A,Official figure
562,Niger,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,3474.7,A,Official figure
562,Niger,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,3678.8,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2007,USD,2720.1,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2008,USD,3520.2,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2009,USD,3434.7,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2010,USD,3348.0,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2011,USD,3957.2,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2020,USD,3522.1,A,Official figure
562,Niger,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2021,USD,3688.6,A,Official figure
566,Nigeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,1322.8,X,Figure from international organizations
566,Nigeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1367.7,X,Figure from international organizations
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,2648.2,A,Official figure
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,3088.5,A,Official figure
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2003,USD,2102.3,A,Official figure
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2004,USD,2400.0,A,Official figure
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2005,USD,2764.3,A,Official figure
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2006,USD,2777.4,A,Official figure
566,Nigeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,3545.8,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,2786.1,X,Figure from international organizations
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,2386.4,X,Figure from international organizations
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,2344.1,X,Figure from international organizations
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,3107.2,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,3604.4,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,4545.5,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,3370.4,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,4126.8,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,4226.5,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,4015.1,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,4082.6,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,2771.1,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,2634.4,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2017,USD,2630.6,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2018,USD,2557.4,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,2490.2,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,1965.9,A,Official figure
646,Rwanda,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,2038.2,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2006,USD,1943.0,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,2181.2,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2008,USD,3136.2,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2011,USD,5543.7,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2012,USD,5809.5,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2013,USD,5432.1,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2014,USD,5321.4,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2015,USD,5733.3,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2016,USD,5243.1,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2018,USD,2514.4,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2019,USD,2509.9,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2020,USD,3286.3,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2021,USD,3182.2,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2016,USD,3458.3,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2017,USD,3342.9,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2018,USD,3346.6,A,Official figure
646,Rwanda,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2019,USD,3138.0,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,74.4,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,73.7,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,76.0,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,96.4,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,98.4,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,98.6,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,103.3,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,114.8,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,127.3,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,112.2,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,113.1,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,118.7,A,Official figure
686,Senegal,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,109.7,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2000,USD,1253.3,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2001,USD,1307.5,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,1417.1,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2003,USD,1757.6,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2004,USD,1936.6,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2005,USD,1992.1,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2006,USD,2022.8,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2007,USD,2327.3,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2008,USD,2532.0,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2009,USD,2520.2,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2010,USD,2391.8,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2011,USD,2572.4,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2017,USD,2773.7,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2018,USD,2875.0,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2019,USD,2725.5,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2020,USD,2621.9,A,Official figure
686,Senegal,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2021,USD,2940.9,A,Official figure
690,Seychelles,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,5293.4,A,Official figure
690,Seychelles,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,5842.0,A,Official figure
690,Seychelles,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2008,USD,2823.2,A,Official figure
690,Seychelles,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2009,USD,3704.6,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,4269.3,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,5310.6,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,4743.8,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,4637.6,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,4129.5,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2011,USD,4450.3,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2012,USD,4987.7,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2013,USD,5348.0,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2014,USD,5352.6,A,Official figure
694,Sierra Leone,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2015,USD,4601.6,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,805.9,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,721.9,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,712.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,1054.4,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,1380.1,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,1439.0,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,1467.5,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,1582.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,1476.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,1673.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,1855.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,1874.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,1649.5,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,1531.5,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,1481.4,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,1348.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,1206.8,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2017,USD,1503.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2018,USD,1666.9,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,821.6,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,703.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,839.9,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,1194.1,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,1094.3,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,1052.5,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2003,USD,1507.3,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2004,USD,1766.3,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2005,USD,1789.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2006,USD,1798.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,1957.5,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2008,USD,1810.4,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2009,USD,1996.4,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2010,USD,2262.6,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2011,USD,2370.2,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2012,USD,2414.1,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2013,USD,2166.9,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2014,USD,1856.3,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2015,USD,1713.4,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2016,USD,1505.6,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2017,USD,2015.1,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2018,USD,2081.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2019,USD,1794.0,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2020,USD,1612.7,A,Official figure
710,South Africa,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2021,USD,1791.2,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1329.2,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,1279.2,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,1653.4,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,2126.3,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,2413.9,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,2891.0,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,777.8,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,1159.6,A,Official figure
736,Sudan (former),Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,1139.3,A,Official figure
768,Togo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,2728.4,A,Official figure
768,Togo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,2869.5,A,Official figure
768,Togo,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,1909.9,A,Official figure
768,Togo,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,2080.4,A,Official figure
768,Togo,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2017,USD,2583.3,A,Official figure
768,Togo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2000,USD,1791.1,X,Figure from international organizations
768,Togo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2001,USD,1773.4,A,Official figure
768,Togo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,1936.9,A,Official figure
768,Togo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2017,USD,2690.9,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,968.1,X,Figure from international organizations
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,948.8,X,Figure from international organizations
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,920.0,X,Figure from international organizations
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,1559.5,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,1300.5,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,1557.3,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,1736.1,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,1672.3,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,1667.1,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,1490.9,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,1411.7,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,1164.9,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,1176.6,A,Official figure
788,Tunisia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,1288.3,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2000,USD,1102.4,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2001,USD,1073.2,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,1062.8,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2003,USD,1265.1,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2004,USD,1226.0,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2005,USD,1250.9,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2006,USD,1266.7,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2007,USD,1530.4,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2008,USD,1464.1,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2009,USD,1629.3,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2010,USD,1513.2,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2011,USD,1712.6,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2012,USD,1746.6,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2013,USD,2031.2,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2014,USD,1596.3,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2015,USD,1809.7,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2016,USD,1702.3,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2018,USD,1306.8,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2019,USD,1186.6,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2020,USD,1168.8,A,Official figure
788,Tunisia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2021,USD,1364.5,A,Official figure
894,Zambia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,3720.5,A,Official figure
894,Zambia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,2019.7,A,Official figure
894,Zambia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2018,USD,2041.3,A,Official figure
894,Zambia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,2924.9,A,Official figure
894,Zambia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,2316.8,A,Official figure
894,Zambia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,2961.3,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2010,USD,3534.6,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2011,USD,3147.3,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2012,USD,3466.3,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2013,USD,3471.1,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2014,USD,3219.8,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2015,USD,2050.2,A,Official figure
894,Zambia,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2018,USD,2595.7,A,Official figure
716,Zimbabwe,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2014,USD,4333.3,A,Official figure
716,Zimbabwe,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2015,USD,4000.0,A,Official figure
716,Zimbabwe,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2016,USD,4000.0,A,Official figure
716,Zimbabwe,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2017,USD,4000.0,A,Official figure
716,Zimbabwe,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2018,USD,4666.7,A,Official figure
